state,county,zip
Kansas,Saline,67456
Arizona,Yavapai,86324
South Carolina,Hampton,29945
South Carolina,Jasper,29945
Kansas,McPherson,67456
Texas,Hidalgo,78560
New York,Bronx,10464
Texas,Hidalgo,78565
Texas,Starr,78565
Michigan,Clinton,48866
Michigan,Shiawassee,48866
Wisconsin,Dane,53531
Indiana,Delaware,47320
Indiana,Jay,47320
Indiana,Randolph,47320
Illinois,Vermilion,61883
Tennessee,Davidson,37189
Florida,Washington,32431
Florida,Jackson,32431
California,El Dorado,95623
Iowa,Palo Alto,50536
Wisconsin,Lafayette,53807
Wisconsin,Grant,53807
Wisconsin,Grant,53808
Alabama,Greene,35462
Alabama,Greene,35491
Virginia,Warren,22642
Virginia,Fauquier,22642
Texas,Hopkins,75472
Texas,Rains,75472
Texas,Van Zandt,75756
Texas,Henderson,75756
Arizona,Yavapai,86334
Arizona,Coconino,86337
Arizona,Yavapai,86337
Pennsylvania,Clarion,16242
Pennsylvania,Armstrong,16242
Michigan,Oakland,48320
Texas,Nueces,78417
Michigan,Oakland,48367
Wisconsin,Washington,53021
Florida,Alachua,32667
Wisconsin,Sheboygan,53021
Wisconsin,Ozaukee,53021
Florida,Marion,32667
Nevada,Washoe,89704
Ohio,Stark,44680
Ohio,Tuscarawas,44680
Oregon,Harney,97721
Oregon,Harney,97904
Oregon,Harney,97720
Oregon,Harney,97710
Oregon,Harney,97722
Oregon,Harney,97732
Oklahoma,Murray,73030
Tennessee,McMinn,37826
Arkansas,Clark,71929
Tennessee,Meigs,37826
Arkansas,Hot Spring,71929
Oklahoma,Garvin,73030
Indiana,Harrison,47117
Indiana,Harrison,47160
Indiana,Floyd,47117
Virginia,Halifax,24577
New York,Dutchess,12580
New York,Niagara,14067
Oklahoma,Mayes,74337
Oklahoma,Wagoner,74337
Alabama,Talladega,36260
Alabama,Calhoun,36260
Pennsylvania,Luzerne,18610
Pennsylvania,Monroe,18610
New York,Orange,10916
Kentucky,Casey,40489
Tennessee,Crockett,38001
Minnesota,Fillmore,55923
Minnesota,Olmsted,55923
Tennessee,Crockett,38050
Kentucky,Lincoln,40489
Minnesota,Winona,55923
South Carolina,Charleston,29451
Alaska,Kenai Peninsula,99664
Nevada,Clark,89040
Nevada,Clark,89021
Nevada,Clark,89025
New York,Cortland,13803
New York,Broome,13803
Ohio,Summit,44302
New York,Cortland,13784
Wisconsin,Waupaca,54983
Wisconsin,Waushara,54983
Texas,Wise,76431
Colorado,Kit Carson,80807
Texas,Jack,76431
Colorado,Yuma,80807
Washington,Whatcom,98266
South Carolina,Aiken,29129
South Carolina,Saluda,29129
South Carolina,Edgefield,29129
Missouri,Clay,64048
Missouri,Clinton,64048
Texas,Hidalgo,78569
Texas,Willacy,78569
Texas,Cameron,78569
Texas,Willacy,78594
Oregon,Yamhill,97127
Louisiana,East Feliciana,70777
Louisiana,East Baton Rouge,70777
Minnesota,Itasca,55709
Minnesota,Itasca,55786
Indiana,LaGrange,46746
Pennsylvania,Fayette,15431
Indiana,LaGrange,46771
Pennsylvania,Berks,19541
Pennsylvania,Berks,19516
Oklahoma,Mayes,74365
Oklahoma,Delaware,74365
Maryland,Washington,21782
Oklahoma,Johnston,73460
Oklahoma,Johnston,74836
Minnesota,Hennepin,55375
Minnesota,Carver,55375
Mississippi,Jones,39459
Michigan,St. Clair,48014
Michigan,Lapeer,48014
North Dakota,Cass,58047
South Carolina,Beaufort,29940
North Dakota,Richland,58047
Minnesota,Scott,55020
Minnesota,Rice,55020
Washington,Yakima,98935
Illinois,Clinton,62265
Illinois,St. Clair,62265
Illinois,Clinton,62266
New York,Jefferson,13637
Michigan,Branch,49245
Michigan,Jackson,49245
Michigan,Calhoun,49245
Wisconsin,Dodge,53933
Virginia,Arlington,22213
Ohio,Pike,45612
Pennsylvania,Perry,17068
Ohio,Highland,45612
Ohio,Ross,45612
Missouri,Stoddard,63825
New York,Broome,13833
Ohio,Wood,45872
Illinois,Rock Island,61275
Ohio,Hancock,45872
Ohio,Wood,43529
Illinois,Rock Island,61278
Alabama,Colbert,35646
Tennessee,Campbell,37714
Pennsylvania,Beaver,15059
Washington,Mason,98524
Georgia,Brantley,31543
Georgia,Wayne,31543
Georgia,Glynn,31543
Illinois,Cook,60456
Ohio,Coshocton,43805
Ohio,Coshocton,43844
Pennsylvania,Forest,16239
New York,Dutchess,12545
Pennsylvania,Mercer,16161
Pennsylvania,Mercer,16121
Wisconsin,Manitowoc,54230
Virginia,Mecklenburg,23927
Illinois,Jo Daviess,61025
Pennsylvania,Clarion,16331
Pennsylvania,Clarion,16232
Pennsylvania,Venango,16232
Indiana,Gibson,47648
California,Los Angeles,90010
Pennsylvania,Westmoreland,15636
Michigan,Oscoda,48647
Michigan,Alcona,48647
Indiana,Spencer,47532
South Carolina,Barnwell,29817
Arkansas,Benton,72631
Indiana,Dubois,47532
South Carolina,Bamberg,29817
Arkansas,Carroll,72631
Indiana,Perry,47532
Ohio,Athens,45740
Ohio,Athens,45782
Ohio,Athens,45732
Ohio,Morgan,45732
Ohio,Perry,45732
Michigan,Roscommon,48651
Illinois,Jo Daviess,61074
Michigan,Mecosta,49336
South Carolina,Darlington,29069
South Carolina,Lee,29069
Illinois,Carroll,61074
South Carolina,Darlington,29079
Minnesota,Waseca,56048
Michigan,Newaygo,49336
Michigan,Montcalm,49336
Minnesota,Blue Earth,56048
Wisconsin,Adams,53934
Texas,San Saba,76877
Ohio,Franklin,43222
New York,Oswego,13074
New York,Cayuga,13074
Wisconsin,Walworth,53184
Ohio,Coshocton,43821
Ohio,Muskingum,43821
Ohio,Muskingum,43842
California,San Diego,92003
Tennessee,Lawrence,38469
Illinois,St. Clair,62293
Illinois,Clinton,62293
Idaho,Bingham,83210
Illinois,Madison,62293
Ohio,Allen,45887
Ohio,Mercer,45887
Ohio,Auglaize,45887
Ohio,Van Wert,45887
Wisconsin,Marathon,54448
Arkansas,Van Buren,72131
Arkansas,Faulkner,72131
Arkansas,Cleburne,72131
Tennessee,Bedford,37180
Tennessee,Marshall,37180
Tennessee,Rutherford,37180
California,Santa Clara,94304
Michigan,Sanilac,48450
Tennessee,Hamilton,37402
Tennessee,Hamilton,37450
Ohio,Lucas,43542
Indiana,Kosciusko,46538
Nebraska,Nemaha,68305
Michigan,St. Clair,48041
Michigan,Macomb,48041
Texas,Navarro,75109
Illinois,LaSalle,60552
Illinois,DeKalb,60552
Utah,Washington,84745
Michigan,Calhoun,49076
Michigan,Eaton,49076
Alabama,Baldwin,36576
Tennessee,Hawkins,37873
New York,Ontario,14548
Oklahoma,Okmulgee,74456
Oklahoma,Okmulgee,74421
Oklahoma,Creek,74421
Virginia,Nottoway,23922
Virginia,Prince Edward,23922
California,Monterey,95004
Texas,Karnes,78118
Texas,Atascosa,78118
California,San Benito,95004
Texas,Live Oak,78118
Iowa,Des Moines,52655
Arkansas,Searcy,72650
Arkansas,Stone,72650
North Carolina,Edgecombe,27809
North Carolina,Nash,27809
Florida,St. Johns,32131
Tennessee,Obion,38257
Tennessee,Weakley,38257
Florida,Putnam,32131
Washington,King,98051
New York,Suffolk,11954
West Virginia,Clay,25045
West Virginia,Roane,25045
West Virginia,Kanawha,25045
Washington,Stevens,99122
Washington,Lincoln,99122
Tennessee,Cocke,37843
Oklahoma,Le Flore,74902
Illinois,Ogle,61091
Illinois,Ogle,61064
Illinois,Whiteside,61064
Illinois,Lee,61064
Illinois,Carroll,61064
New York,Chemung,14871
Texas,Bell,76527
Texas,Burnet,76527
New York,Steuben,14871
Texas,Williamson,76527
Indiana,Wayne,47327
Indiana,Henry,47327
Indiana,Wayne,47335
Indiana,Wayne,47370
Pennsylvania,Butler,16056
New Mexico,Cibola,87026
New Mexico,Valencia,87026
New Mexico,Bernalillo,87026
New York,Chenango,13460
New York,Madison,13460
Tennessee,Montgomery,37191
Pennsylvania,Carbon,18255
Pennsylvania,Luzerne,18255
Hawaii,Maui,96748
New York,Putnam,10524
Hawaii,Maui,96729
Hawaii,Maui,96770
Hawaii,Kalawao,96742
Hawaii,Maui,96757
Hawaii,Maui,96763
Louisiana,Grant,71423
Louisiana,Rapides,71423
Montana,Musselshell,59072
Montana,Musselshell,59059
Montana,Petroleum,59072
Wisconsin,Price,54552
Wisconsin,Iron,54552
Wisconsin,Sawyer,54552
Florida,Okaloosa,32542
North Carolina,Rutherford,28018
Illinois,Ford,60936
Virginia,Norfolk,23517
Illinois,Ford,60933
Illinois,Champaign,60936
Illinois,McLean,60936
Texas,Wise,76071
Texas,Tarrant,76071
Missouri,Oregon,65791
Georgia,Washington,31067
New York,Cattaraugus,14737
Wisconsin,Richland,54634
Wisconsin,Juneau,54634
Georgia,Johnson,31089
Georgia,Washington,31089
New York,Allegany,14737
Wisconsin,Vernon,54634
Louisiana,Lincoln,71227
Louisiana,Ouachita,71227
Louisiana,Union,71227
Alabama,Randolph,36280
Louisiana,Jackson,71227
Florida,Lee,33921
Florida,Lee,33922
Florida,Charlotte,33921
Indiana,Washington,47126
Indiana,Clark,47126
Alabama,St. Clair,35054
Michigan,Lake,49304
Illinois,Union,62902
Illinois,Jackson,62902
Illinois,Williamson,62902
North Carolina,Ashe,28643
Michigan,Shiawassee,48418
Michigan,Genesee,48418
Michigan,Livingston,48418
Wisconsin,Juneau,54646
Georgia,Union,30560
Georgia,Fannin,30560
Wyoming,Converse,82637
Washington,Island,98249
Utah,Carbon,84526
Michigan,Presque Isle,49765
Michigan,Cheboygan,49765
Pennsylvania,Blair,16693
Michigan,Shiawassee,48436
Michigan,Genesee,48436
Pennsylvania,Cameron,15834
Missouri,Caldwell,64465
Florida,Polk,33839
Missouri,Clinton,64465
Arizona,Yuma,85356
Minnesota,Cass,56468
Minnesota,Crow Wing,56468
Missouri,Bates,64720
Michigan,Kent,49326
Michigan,Montcalm,49326
Wisconsin,Buffalo,54736
Illinois,Effingham,62411
Wisconsin,Pepin,54736
Illinois,Fayette,62411
Wisconsin,Dunn,54736
Oregon,Douglas,97462
New York,Cayuga,13117
New York,Cayuga,13140
Alabama,Tuscaloosa,35444
Alabama,Jefferson,35444
Ohio,Greene,45368
Ohio,Madison,45368
Ohio,Clark,45368
Wisconsin,Marathon,54426
California,Yolo,95627
California,Yolo,95653
California,San Diego,92121
Alabama,Talladega,35014
Alabama,DeKalb,35959
Alabama,Cherokee,35959
New York,Seneca,14541
New York,Seneca,13065
Missouri,Jefferson,63072
Missouri,Franklin,63072
Alabama,Mobile,36612
Alabama,Mobile,36663
Virginia,Montgomery,24087
Virginia,Roanoke,24087
Kansas,Franklin,66092
Kansas,Douglas,66092
Ohio,Clark,43010
Kansas,Miami,66092
Ohio,Clark,45369
Ohio,Madison,45369
Indiana,Johnson,46164
Indiana,Brown,46164
Tennessee,Hawkins,37811
Tennessee,Grainger,37811
Pennsylvania,Schuylkill,17948
Ohio,Tuscarawas,43824
Virginia,Richmond,23219
Virginia,Richmond,23298
Ohio,Coshocton,43824
Minnesota,Dodge,55927
Pennsylvania,Adams,17301
South Dakota,Mellette,57580
South Dakota,Todd,57580
South Dakota,Tripp,57584
South Dakota,Tripp,57580
Pennsylvania,York,17301
South Dakota,Tripp,57541
North Carolina,Harnett,28323
California,San Francisco,94129
Oklahoma,Osage,74035
Florida,Calhoun,32421
Texas,Bosque,76457
Texas,Hamilton,76457
Texas,Erath,76457
Ohio,Ottawa,43456
Ohio,Ottawa,43436
Kansas,Marshall,66508
Ohio,Ottawa,43440
Ohio,Ottawa,43446
Iowa,Poweshiek,52339
Wisconsin,Jefferson,53038
Iowa,Tama,52339
Arkansas,Lonoke,72024
Arkansas,Prairie,72024
Georgia,Dooly,31091
Georgia,Houston,31091
Georgia,Pulaski,31091
Maryland,Howard,21738
Georgia,Glynn,31566
Georgia,Camden,31566
Georgia,Brantley,31566
Missouri,Christian,65652
Missouri,Johnson,65305
Missouri,Webster,65652
Kansas,Decatur,67629
Kansas,Norton,67629
Kansas,Norton,67654
Missouri,Douglas,65652
Missouri,Stone,65705
Missouri,Lawrence,65664
Missouri,Lawrence,65705
Michigan,Allegan,49328
Wisconsin,Brown,54126
Wisconsin,Manitowoc,54126
Indiana,Whitley,46787
Indiana,Kosciusko,46787
Indiana,Huntington,46787
South Carolina,Berkeley,29429
South Carolina,Charleston,29429
Tennessee,Campbell,37870
Texas,Bexar,78208
Tennessee,Union,37870
Tennessee,Claiborne,37870
North Carolina,Rockingham,27027
Oregon,Marion,97373
Missouri,Ralls,63382
Missouri,Pike,63382
Oregon,Marion,97362
Missouri,Audrain,63382
Oregon,Clackamas,97362
Georgia,Dade,30750
Georgia,Walker,30750
Arkansas,Marion,72634
Indiana,Tippecanoe,47907
Indiana,Tippecanoe,47901
Oklahoma,Tillman,73551
Colorado,Gilpin,80474
Colorado,Gilpin,80422
Oklahoma,Tillman,73542
Kentucky,McCracken,42086
Colorado,Gilpin,80427
Oklahoma,Tillman,73555
California,Butte,95974
Colorado,Adams,80019
Michigan,Tuscola,48744
Michigan,Lapeer,48744
California,Butte,95917
Kansas,Shawnee,66536
Missouri,Pike,63459
Kansas,Jackson,66536
Kansas,Wabaunsee,66536
Missouri,Ralls,63467
Kansas,Pottawatomie,66536
Missouri,Ralls,63459
New Mexico,McKinley,87313
South Carolina,Spartanburg,29372
New Mexico,McKinley,87323
South Carolina,Union,29372
South Carolina,Cherokee,29372
New Mexico,San Juan,87313
New Mexico,Cibola,87323
New Mexico,McKinley,87365
Pennsylvania,Carbon,18232
New York,Orange,10925
New York,Orange,10979
Louisiana,Lincoln,71001
Louisiana,Claiborne,71001
Louisiana,Bienville,71001
Michigan,Iron,49902
Michigan,Iron,49920
Tennessee,McMinn,37846
Tennessee,Roane,37846
Tennessee,Meigs,37846
Tennessee,Monroe,37846
Tennessee,Loudon,37846
Nebraska,Lancaster,68372
Illinois,Winnebago,61077
Illinois,Stephenson,61063
Illinois,Winnebago,61063
Texas,Taylor,79562
Minnesota,Stearns,56368
Michigan,Ottawa,49448
Michigan,Muskegon,49448
California,Tehama,96092
California,Tehama,96055
Oklahoma,Sequoyah,74962
Washington,Spokane,99003
Ohio,Auglaize,43331
Oklahoma,Cherokee,74962
Ohio,Logan,43331
Ohio,Hardin,43331
Pennsylvania,Juniata,17062
Pennsylvania,Perry,17062
Maryland,Somerset,21866
Maryland,Somerset,21817
Maryland,Somerset,21824
California,Merced,95365
Alabama,Tallapoosa,36866
Alabama,Lee,36866
Colorado,Weld,80623
Alabama,Macon,36866
Colorado,Weld,80651
North Carolina,Wilson,27830
North Carolina,Wayne,27830
Nebraska,Lincoln,69138
Nebraska,Dawson,69138
Nebraska,Custer,69138
Louisiana,St. Landry,70577
West Virginia,Putnam,25159
Tennessee,Trousdale,37031
West Virginia,Putnam,25011
Tennessee,Sumner,37031
Michigan,Ogemaw,48756
Michigan,Arenac,48756
Texas,Lavaca,77987
Texas,Lavaca,77984
Texas,Gonzales,77984
Texas,DeWitt,77984
New York,Schoharie,12053
North Carolina,Iredell,28636
New York,Schenectady,12053
New York,Albany,12053
North Carolina,Alexander,28636
New York,Montgomery,12053
Ohio,Huron,44837
Ohio,Richland,44837
Ohio,Ashland,44837
Texas,Colorado,77434
New Mexico,Otero,88330
Texas,Wharton,77434
Idaho,Blaine,83348
Idaho,Blaine,83313
Alabama,Lamar,35592
Wisconsin,Trempealeau,54630
New York,Seneca,14532
New York,Ontario,14532
Missouri,Iron,63650
Missouri,Madison,63650
Kentucky,Letcher,41537
Kentucky,Letcher,41517
Kentucky,Pike,41537
Missouri,St. Francois,63650
Missouri,Iron,63663
South Carolina,Hampton,29944
South Carolina,Jasper,29944
Washington,San Juan,98280
Washington,San Juan,98245
Washington,San Juan,98297
Washington,San Juan,98286
Washington,San Juan,98243
Indiana,Bartholomew,47246
Indiana,Decatur,47246
Ohio,Montgomery,45315
Kentucky,McCreary,42631
Kentucky,McCreary,42653
Tennessee,Fentress,38549
Tennessee,Pickett,38549
Kansas,Reno,67068
Kansas,Kingman,67068
Hawaii,Kauai,96754
Ohio,Hamilton,45052
Tennessee,Jackson,38551
Tennessee,Clay,38551
California,San Joaquin,95258
Pennsylvania,Erie,16475
Pennsylvania,Crawford,16401
Louisiana,Iberville,70788
Pennsylvania,Erie,16401
New York,Wyoming,14080
Pennsylvania,Dauphin,17018
Ohio,Trumbull,44470
New York,Erie,14080
New York,Clinton,12944
New York,Essex,12975
New York,Essex,12944
Arkansas,Jefferson,72046
Arkansas,Lonoke,72083
Arkansas,Pulaski,72046
Arkansas,Lonoke,72046
Virginia,Pittsylvania,24549
Ohio,Trumbull,44473
Wisconsin,Green Lake,53947
Wisconsin,Fond du Lac,53946
Wisconsin,Green Lake,53946
California,San Joaquin,95237
California,San Joaquin,95227
Wisconsin,Marquette,53946
Wisconsin,Dodge,53946
California,San Joaquin,95253
Nevada,Washoe,89501
Virginia,Botetourt,24083
New York,Suffolk,11715
Missouri,Johnson,64011
Missouri,Lafayette,64011
Indiana,Allen,46797
Tennessee,Fayette,38049
Tennessee,Fayette,38036
Tennessee,Tipton,38049
Florida,Marion,32192
Michigan,Washtenaw,48191
Michigan,Washtenaw,48190
Florida,Marion,32617
Michigan,Monroe,48191
West Virginia,Greenbrier,24970
West Virginia,Monroe,24970
Indiana,Gibson,47665
Texas,Bowie,75567
Texas,Bowie,75573
Michigan,St. Clair,48063
West Virginia,Wood,26143
West Virginia,Wirt,26143
West Virginia,Ritchie,26143
Pennsylvania,Bradford,18853
West Virginia,Jackson,26143
Ohio,Brown,45130
Ohio,Brown,45119
Ohio,Clermont,45130
Michigan,Huron,48441
Louisiana,St. Bernard,70032
Michigan,Sanilac,48441
Mississippi,Newton,39327
New York,Westchester,10548
Iowa,Hancock,50438
Oklahoma,Kiowa,73651
Michigan,Van Buren,49067
Michigan,Cass,49067
Michigan,St. Joseph,49067
Florida,Osceola,34773
Arizona,Graham,85543
Arizona,Graham,85536
Arizona,Graham,85535
Iowa,Story,50248
Iowa,Hamilton,50248
Iowa,Boone,50248
West Virginia,Wayne,25514
Indiana,Ripley,47042
Pennsylvania,Westmoreland,15610
Pennsylvania,Lehigh,19539
Pennsylvania,Berks,19539
Pennsylvania,Fayette,15610
Illinois,Cumberland,62420
Illinois,Jasper,62420
Illinois,Clark,62420
Illinois,Coles,62420
Kansas,Rice,67554
Ohio,Trumbull,44437
Ohio,Mahoning,44437
Illinois,Kane,60151
Illinois,DeKalb,60151
North Dakota,Bottineau,58318
Wisconsin,Dane,53574
Wisconsin,Green,53574
Missouri,Jefferson,63048
Kansas,Crawford,66743
Oregon,Yamhill,97101
Oregon,Polk,97101
Tennessee,Gibson,38389
Tennessee,Gibson,38330
Michigan,Chippewa,49784
Michigan,Chippewa,49788
Maryland,Anne Arundel,21140
Missouri,Pemiscot,63873
Missouri,New Madrid,63873
California,Fresno,93675
West Virginia,Harrison,26378
West Virginia,Lewis,26378
Alabama,Lawrence,35643
Virginia,Craig,24127
Virginia,Craig,24131
Kentucky,Laurel,40740
West Virginia,Raleigh,25832
Iowa,Webster,50533
Iowa,Wright,50533
Iowa,Humboldt,50533
Arizona,Apache,86506
Washington,Whitman,99111
Arizona,Apache,86512
Arizona,Apache,85936
Arizona,Apache,86508
Arizona,Apache,86511
Virginia,Accomack,23421
Hawaii,Hawaii,96725
Michigan,Bay,48631
Louisiana,Sabine,71403
Louisiana,Vernon,71403
Wisconsin,Walworth,53525
Wisconsin,Rock,53525
Ohio,Darke,45347
Washington,Grant,99357
Ohio,Preble,45347
Georgia,DeKalb,30079
Colorado,Jefferson,80135
Colorado,Douglas,80135
Oklahoma,Blaine,73772
Minnesota,Le Sueur,56057
Illinois,St. Clair,62239
Montana,Stillwater,59019
Montana,Carbon,59019
Tennessee,McNairy,38315
Tennessee,Chester,38315
Indiana,Elkhart,46573
Indiana,St. Joseph,46573
Kansas,Marion,67062
Kansas,McPherson,67062
Kansas,Harvey,67062
California,San Benito,95045
Pennsylvania,Lancaster,17563
California,Plumas,96106
Texas,Navarro,75144
Washington,Skagit,98232
California,Butte,95938
California,Butte,95958
California,Plumas,96129
California,Plumas,96122
New York,Montgomery,13317
New York,Saratoga,12884
New York,Saratoga,12871
New York,Otsego,13317
Utah,Piute,84750
Pennsylvania,Franklin,17252
Alabama,Cullman,35083
Arkansas,Phillips,72342
Utah,Sevier,84750
Utah,Sevier,84754
Indiana,Knox,47573
Illinois,Sangamon,62613
Indiana,Knox,47512
Illinois,Menard,62613
Illinois,Logan,62613
California,Tuolumne,95383
Pennsylvania,Northampton,18351
Pennsylvania,Northampton,18343
Ohio,Geauga,44065
Louisiana,Terrebonne,70395
Louisiana,Claiborne,71038
Louisiana,Webster,71038
New York,Livingston,14485
New York,Ontario,14485
Wisconsin,St. Croix,54015
Texas,Limestone,76664
Texas,Limestone,76678
Texas,Falls,76664
Texas,McLennan,76664
Wisconsin,Eau Claire,54722
Florida,Franklin,32320
Pennsylvania,Allegheny,15144
Georgia,Lamar,30257
Georgia,Pike,30257
Colorado,Jefferson,80470
Colorado,Park,80470
Colorado,Jefferson,80425
Illinois,Knox,61448
New Mexico,Otero,88340
Iowa,Buchanan,50648
Louisiana,Lafourche,70354
Iowa,Black Hawk,50648
Oklahoma,Creek,74039
South Carolina,Hampton,29932
California,El Dorado,95634
South Carolina,Allendale,29827
South Carolina,Hampton,29827
South Carolina,Allendale,29932
Wyoming,Converse,82636
Wyoming,Natrona,82636
Idaho,Owyhee,83641
Idaho,Ada,83641
Texas,Upshur,75683
Texas,Marion,75683
Idaho,Canyon,83641
Montana,Lake,59863
Montana,Lake,59865
Wisconsin,Douglas,54874
Wisconsin,Douglas,54842
Kansas,Cloud,67420
Kansas,Mitchell,67478
Kansas,Mitchell,67420
Ohio,Geauga,44084
Kansas,Jewell,67420
Ohio,Ashtabula,44084
New York,Orange,10921
Michigan,Missaukee,49665
Michigan,Clare,49665
Michigan,Osceola,49665
Oklahoma,Cleveland,73173
Wisconsin,Adams,53952
Wisconsin,Marquette,53952
Illinois,Macoupin,62014
Alabama,Randolph,36278
Pennsylvania,Delaware,19029
Pennsylvania,Philadelphia,19029
Texas,Ellis,76651
Pennsylvania,Delaware,19113
South Dakota,Dewey,57636
South Dakota,Ziebach,57625
South Dakota,Dewey,57625
North Carolina,Martin,27861
North Carolina,Pitt,27871
Ohio,Knox,43022
North Carolina,Martin,27871
North Carolina,Beaufort,27871
North Carolina,Martin,27825
Missouri,Lewis,63435
Missouri,Clark,63435
Alaska,Chugach,99677
Montana,Chouteau,59521
Alaska,Chugach,99574
Alaska,Chugach,99693
Alaska,Copper River,99574
Montana,Hill,59521
Alaska,Copper River,99686
Alaska,Chugach,99686
Alaska,Kenai Peninsula,99574
Ohio,Mahoning,44442
Michigan,St. Clair,48064
New York,Genesee,14416
New York,Monroe,14416
Pennsylvania,Cambria,15922
Pennsylvania,Cambria,15960
Pennsylvania,Cambria,15943
New York,Tompkins,14882
Alabama,Washington,36558
Alabama,Choctaw,36558
South Carolina,Abbeville,29653
South Carolina,Greenwood,29653
Virginia,York,23696
Alabama,DeKalb,35983
Alabama,Cherokee,35983
Missouri,Clay,64150
Missouri,Platte,64150
Tennessee,Hamblen,37860
North Carolina,Jackson,28751
North Carolina,Haywood,28751
Virginia,Cumberland,23040
Virginia,Buckingham,23040
North Carolina,Nash,27880
North Carolina,Wilson,27880
Oregon,Yamhill,97115
Georgia,Madison,30565
Michigan,Monroe,49267
Georgia,Clarke,30565
Georgia,Jackson,30565
Michigan,Lenawee,49267
Oregon,Klamath,97624
Oregon,Klamath,97626
Minnesota,St. Louis,55779
Pennsylvania,Montgomery,19035
New York,Broome,13811
Tennessee,Coffee,37342
New York,Tioga,13811
Iowa,Benton,52213
Iowa,Linn,52213
North Carolina,Duplin,28341
North Carolina,Sampson,28341
